1.070202020202020208e+02,1.246106902356902424e+02,1.314339225589225464e+02
1.081898148148148096e+02,1.248101851851851904e+02,1.314722222222222285e+02
1.107129629629629619e+02,1.248750000000000000e+02,1.314236111111111143e+02
1.126689814814814810e+02,1.249166666666666714e+02,1.313009259259259238e+02
1.143263888888888857e+02,1.248449074074074048e+02,1.313703703703703809e+02
1.157268518518518476e+02,1.248310185185185190e+02,1.313379629629629619e+02
1.176643518518518476e+02,1.253194444444444429e+02,1.310069444444444571e+02
1.196087962962962905e+02,1.252824074074074048e+02,1.310324074074074190e+02
1.216493055555555571e+02,1.253269675925925952e+02,1.308796296296296191e+02
1.241944444444444429e+02,1.253263888888888857e+02,1.306666666666666572e+02
1.267516203703703752e+02,1.253437500000000000e+02,1.305625000000000000e+02
1.289104938271605079e+02,1.253804012345678984e+02,1.305146604938271651e+02
1.272962962962962905e+02,1.252638888888888857e+02,1.304629629629629619e+02
1.251226851851851904e+02,1.252407407407407476e+02,1.304212962962963047e+02
1.234085648148148096e+02,1.254652777777777715e+02,1.304166666666666572e+02
1.251365740740740762e+02,1.254583333333333286e+02,1.321388888888888857e+02
1.335023148148148096e+02,1.259074074074074048e+02,1.318773148148148096e+02
1.461759259259259238e+02,1.252685185185185190e+02,1.341875000000000000e+02
1.576944444444444571e+02,1.255393518518518476e+02,1.339930555555555429e+02
1.675601851851851904e+02,1.250138888888888857e+02,1.355462962962963047e+02
1.749444444444444571e+02,1.250925925925925952e+02,1.354467592592592666e+02
1.800462962962963047e+02,1.250138888888888857e+02,1.367476851851851904e+02
1.821655092592592666e+02,1.249259259259259238e+02,1.374594907407407334e+02
1.805787037037036953e+02,1.249189814814814810e+02,1.383634259259259238e+02
1.786388888888888857e+02,1.248726851851851904e+02,1.388449074074074190e+02
1.758379629629629619e+02,1.249675925925925952e+02,1.391087962962963047e+02
1.726273148148148096e+02,1.251689814814814810e+02,1.391574074074074190e+02
1.706250000000000000e+02,1.251759259259259238e+02,1.390671296296296191e+02
1.690860339506172920e+02,1.249768518518518476e+02,1.396905864197530889e+02
1.655757275132275197e+02,1.246544312169312150e+02,1.406378968253968367e+02
1.625509259259259238e+02,1.244606481481481524e+02,1.421250000000000000e+02
1.612627314814814952e+02,1.244467592592592524e+02,1.426041666666666572e+02
1.597986111111111143e+02,1.243437500000000000e+02,1.436944444444444571e+02
1.575000000000000000e+02,1.243009259259259238e+02,1.441504629629629619e+02
1.559519675925925810e+02,1.242800925925925952e+02,1.454398148148148096e+02
1.541157407407407334e+02,1.242708333333333286e+02,1.464097222222222285e+02
1.534016203703703809e+02,1.236095679012345698e+02,1.478777006172839492e+02
1.517893518518518476e+02,1.231111111111111143e+02,1.492268518518518476e+02
1.528842592592592666e+02,1.228889991181657848e+02,1.513557098765432158e+02
1.571828703703703809e+02,1.225740740740740762e+02,1.525462962962963047e+02
1.549862117552334837e+02,1.226564009661835684e+02,1.538111916264090269e+02
1.506925154320987588e+02,1.232052469135802539e+02,1.590985725308642031e+02
1.484646990740740762e+02,1.236325231481481524e+02,1.625746527777777715e+02
1.496597222222222285e+02,1.238495370370370381e+02,1.634444444444444571e+02
1.528704890788224020e+02,1.255972815764482391e+02,1.602926163342829966e+02
1.511087962962963047e+02,1.274745370370370381e+02,1.565555555555555429e+02
1.497245370370370381e+02,1.275833333333333286e+02,1.565833333333333428e+02
1.482500000000000000e+02,1.277303240740740762e+02,1.564699074074074190e+02
1.454462528935185048e+02,1.290119357638888857e+02,1.575240162037036953e+02
1.392031641604010019e+02,1.342167919799498748e+02,1.531159147869674086e+02
1.343703703703703809e+02,1.354236111111111143e+02,1.479675925925925810e+02
1.327685185185185048e+02,1.355879629629629619e+02,1.480578703703703809e+02
1.315300925925925810e+02,1.357291666666666572e+02,1.481458333333333428e+02
1.195725569319319277e+02,1.486816973223223215e+02,1.466131287537537560e+02
1.167060185185185190e+02,1.533101851851851904e+02,1.425995370370370381e+02
1.194861111111111143e+02,1.533379629629629619e+02,1.422060185185185048e+02
1.216064814814814810e+02,1.517314814814814952e+02,1.416481481481481524e+02
1.234050925925925952e+02,1.516875000000000000e+02,1.414236111111111143e+02
1.249722222222222285e+02,1.501805555555555429e+02,1.409745370370370381e+02
1.271990740740740762e+02,1.498888888888888857e+02,1.408217592592592666e+02
1.287453703703703809e+02,1.486203703703703809e+02,1.404467592592592666e+02
1.306620370370370381e+02,1.486689814814814952e+02,1.401342592592592666e+02
1.326041666666666572e+02,1.469652777777777715e+02,1.397708333333333428e+02
1.345000000000000000e+02,1.470879629629629619e+02,1.394444444444444571e+02
1.363865740740740762e+02,1.454143518518518476e+02,1.388865740740740762e+02
1.387314814814814952e+02,1.452337962962963047e+02,1.386550925925925810e+02
1.403263888888888857e+02,1.440555555555555429e+02,1.380995370370370381e+02
1.419259259259259238e+02,1.438032407407407334e+02,1.380115740740740762e+02
1.441064814814814952e+02,1.425740740740740762e+02,1.373055555555555429e+02
1.461018518518518476e+02,1.425787037037036953e+02,1.371828703703703809e+02
1.476921296296296191e+02,1.407592592592592666e+02,1.362523148148148096e+02
1.497777777777777715e+02,1.410185185185185048e+02,1.360625000000000000e+02
1.517638888888888857e+02,1.391967592592592666e+02,1.354675925925925810e+02
1.536435185185185048e+02,1.391296296296296191e+02,1.353217592592592666e+02
1.558333333333333428e+02,1.374421296296296191e+02,1.345277777777777715e+02
1.581875000000000000e+02,1.372800925925925810e+02,1.345023148148148096e+02
